place_name,type,mention_count,total_digg,total_plays,max_followers,price_mentions,video_urls,confidence_high,popularity_score
Xứ Sở Cổng Trời,thiên nhiên,1,1887,142600,297,,https://www.tiktok.com/@xusocongtroi/video/7528426729644248337,1,26.15
Datanla Waterfall,thiên nhiên,2,1556,34938,8346,,https://www.tiktok.com/@vietnamexpress_moments/video/7622119772246822152,2,25.05
Tiệm cơm gà 20k,chợ quán,1,2189,103000,10100,20k,https://www.tiktok.com/@lunmango/video/7578802070728281352,1,22.49
Datanla New Alpine Coaster,thiên nhiên,2,133,3476,880,,https://www.tiktok.com/@faris_ruslan/video/7636968014696516885,2,20.48
lẩu gà lang biang,chợ quán,1,3194,71800,202200,150-300 cành,https://www.tiktok.com/@longlongneee/video/7558069521387441415,1,20.37
Datanla Falls,thiên nhiên,1,210,8226,5941,,https://www.tiktok.com/@charlie.tsg/video/7578522219459005718,1,11.03
Da Lat city,khác,1,210,8226,5941,,https://www.tiktok.com/@charlie.tsg/video/7578522219459005718,0,11.03
Catam,cafe,1,278,3673,32400,,https://www.tiktok.com/@chuyenlaca_/video/7564389953900170503,1,10.65
Chợ LightGem,chợ quán,1,76,2634,3440,,https://www.tiktok.com/@thaodiuu/video/7636721569640877319,1,10.34
Khách sạn Hoa Quynh,khách sạn,1,43,2717,26100,,https://www.tiktok.com/@hoaquynhdalat/video/7634786190746488082,0,10.31
Vườn cam Cara ruột đỏ,thiên nhiên,1,25,2110,2726,,https://www.tiktok.com/@thuy_nina2/video/7438507038516202760,1,10.24
Vườn cam canh K'long K'lanh,thiên nhiên,1,60,984,2681,,https://www.tiktok.com/@lcd_dalat/video/7590671504824749332,1,10.16
Nhà mới Nguyễn Hoàng,khách sạn,1,34,1203,48,2tỷ250tr,https://www.tiktok.com/@hongvanbdsdalat/video/7638251643766885653,1,10.15
Cây Cam Ngọt Coffee,cafe,1,37,761,53,,https://www.tiktok.com/@tienlendalat/video/7636201439043341586,1,10.11
Cam,chỗ checkin,1,23,788,228,,https://www.tiktok.com/@camdalat.ngoaitruyen/video/7513212679184485639,1,10.1
Cơm niêu,chợ quán,1,70100,2700000,9135,59K,https://www.tiktok.com/@tiemcomnieunhala/video/7344170952231570708,1,350.1
Quán cafe Đà Lạt,cafe,1,91400,2400000,789700,,https://www.tiktok.com/@nhandian/video/7164729843039472922,0,341.4
Café Mây,cafe,1,48600,2600000,25000,,https://www.tiktok.com/@spotly.asia/video/7254176332165287170,1,318.6
Cà phê mây Đà Lạt,cafe,1,48600,2600000,25000,,https://www.tiktok.com/@spotly.asia/video/7254176332165287170,1,318.6
Cà phê Đà Lạt,cafe,2,85131,1606955,33400,,https://www.tiktok.com/@lacaphee/video/7606900727604202759,1,265.83
New Light Coffee,cafe,1,58100,1800000,9934,,https://www.tiktok.com/@new_light_coffee/video/7505778560313920785,1,248.1
Quán cà phê mây,cafe,4,24378,1370761,42900,,https://www.tiktok.com/@dihetdalat/video/7537670988738137351,2,201.45
Cầu Treo Đa Nhim,địa điểm checkin,1,48800,1400000,5224,,https://www.tiktok.com/@quangdalatstudio/video/7343623713016925448,1,198.8
Thác Mây,thiên nhiên,1,22900,1100000,26700,,https://www.tiktok.com/@thacmay/video/7550279164360690962,1,142.9
Tiệm Cơm Niêu,chợ quán,1,13700,1100000,9135,59K,https://www.tiktok.com/@tiemcomnieunhala/video/7374044494146145544,1,133.7
Vị Nhà,nhà hàng,3,26574,546198,586,,https://www.tiktok.com/@vinhatiemcomdalat/video/7631789139515428114,2,111.19
Quán cafe tone đen siêu xịn sò,cafe,1,20600,783600,221900,,https://www.tiktok.com/@dichoimoingay/video/7333087546748030215,0,108.96
Cafe Sân Mây,cafe,1,43400,442700,1680,,https://www.tiktok.com/@caphengamruongbacthang/video/7591847193686854930,1,97.67
Viện Madera Đà Lạt,cafe,1,9376,736600,221900,,https://www.tiktok.com/@dichoimoingay/video/7212926517788167451,1,93.04
Cafe View Đẹp,cafe,1,15300,633300,1366,,https://www.tiktok.com/@360do_dalat/video/7584663801522375957,0,88.63
Tiệm trà mới mở,cafe,1,28700,466800,14600,,https://www.tiktok.com/@thaodimuonnoi/video/7634755846488050964,0,85.38
Cơm Gà Cơm Gia Đình,chợ quán,1,16100,566100,242400,,https://www.tiktok.com/@du_lich_dalat/video/7388817194697755912,0,82.71
Quán Cà Phê View,cafe,1,5080,602500,5777,,https://www.tiktok.com/@smiletuan/video/7171762443759275290,1,75.33
Cafe Lời Của Gió,cafe,1,4752,580000,70600,,https://www.tiktok.com/@julepe.sheen/video/7371685175857564946,1,72.75
Soho Coffee Đà Lạt,cafe,1,9119,486100,70600,,https://www.tiktok.com/@julepe.sheen/video/7601887338511289608,1,67.73
Coffee View Rừng Thông,cafe,1,9035,455300,242400,,https://www.tiktok.com/@du_lich_dalat/video/7370584944269184257,1,64.56
3 Quán Cafe View Siêu Đỉnh,địa điểm checkin,1,4056,479000,263300,,https://www.tiktok.com/@ghiendalat_official/video/7260308599430204673,0,61.96
155ca,cafe,1,17900,338900,1591,,https://www.tiktok.com/@vuongtong_1/video/7634451004020444423,1,61.79
Tiệm cơm phần siêu ngon,khác,1,8410,423600,207700,hơi bị rẻ,https://www.tiktok.com/@didalatcungtruc/video/7104962108843887899,1,60.77
Hoàng Hôn,địa điểm checkin,1,18300,319900,424400,,https://www.tiktok.com/@hachireview74/video/7460073643004022034,0,60.29
Cà phê Happy Hill,cafe,1,10300,364300,176200,,https://www.tiktok.com/@hongphuonghoteldalat42/video/7588448993714228481,1,56.73
Khách sạn đáng thử gần trung tâm Đà Lạt,khách sạn,1,6996,354200,42900,,https://www.tiktok.com/@dihetdalat/video/7515412014664043783,0,52.42
Quán Cơm Trưa Với Các Món Ăn Đặc Sản Của Người Đồng Bào,chợ quán,1,6023,354500,242400,bình dân,https://www.tiktok.com/@du_lich_dalat/video/7514631840213454088,1,51.47
Quán Cơm Linh,chợ quán,1,13700,265000,12300,,https://www.tiktok.com/@quancomlinhdalat/video/7575476880564817159,1,50.2
Xưởng Kem Hoa,cafe,1,7810,323100,1332,,https://www.tiktok.com/@checkindalat24h/video/7579053153572736263,1,50.12
Cafe treo trên sườn đồi,cafe,1,2573,272500,51900,,https://www.tiktok.com/@bolonton_/video/7483739997804236040,1,39.82
Quán Cafe Vibe Hàn,cafe,1,7690,209300,4925,,https://www.tiktok.com/@mee.dalat/video/7616305515848551700,1,38.62
Dieu Thong Hotel,khách sạn,1,6809,168100,200300,,https://www.tiktok.com/@tuthoreview/video/7397796407630908679,1,33.62
Workspace Coffee,cafe,1,6567,169000,4264,,https://www.tiktok.com/@daladala247/video/7621603884275993864,1,33.47
Cơm Tấm Ngon Rẻ,chợ quán,1,6183,169300,51500,ngon rẻ,https://www.tiktok.com/@xalachtrondaugiam/video/7562106189757156616,1,33.11
Cafe view lồng đèn,cafe,1,4040,188500,42900,,https://www.tiktok.com/@dihetdalat/video/7569585622667644178,1,32.89
Dalat Cafe,cafe,3,1090,17598,14000,mid,https://www.tiktok.com/@tiktokmadejasdoit/video/7636136839123832078,1,32.85
Tháp truyền hình Đà Lạt,địa điểm checkin,1,5110,150700,5133,,https://www.tiktok.com/@sino4994/video/7610766108861172999,1,30.18
Băng Đàn Garden,cafe,1,2396,171500,11800,,https://www.tiktok.com/@comdongbao47/video/7596484433016900885,1,29.55
Cơm Gà Bình Dân,chợ quán,1,3344,158000,455500,平价,https://www.tiktok.com/@dicungphuc/video/7544952330693840136,1,29.14
Quán cơm số 7,chợ quán,1,2196,151600,43800,,https://www.tiktok.com/@tanohien/video/7371443709138832648,1,27.36
Quán Cơm Niêu Ngon,chợ quán,1,1575,147500,242400,,https://www.tiktok.com/@du_lich_dalat/video/7349758713667898625,0,26.32
Tiệm Trà Thông Mơ,cafe,1,1036,107000,25300,,https://www.tiktok.com/@dicungdalat/video/7634466778566888712,1,21.74
Dalat's Cafe,cafe,2,427,7206,3272,,https://www.tiktok.com/@lou502city/video/7625401545194065183,1,21.15
Quán cơm Niêu,chợ quán,1,1448,84200,118500,,https://www.tiktok.com/@nhatlinhneeeee/video/7509356990028647687,0,19.87
Quán Cơm Đà Lạt Ngon Như Cơm Mẹ Nấu,chợ quán,1,1406,84300,242400,,https://www.tiktok.com/@du_lich_dalat/video/7396907489075252487,1,19.84
Quán Cà phê Hoa Xương Rồng,cafe,1,1977,75100,184,,https://www.tiktok.com/@caphedalat01/video/7414005832070860040,1,19.49
Tiệm cơm Bình Yên,quán ăn,1,2407,64300,302600,,https://www.tiktok.com/@chidichilll/video/7607257270879128839,1,18.84
Airdream Coffee Dalat,cafe,1,472,81100,184,,https://www.tiktok.com/@caphedalat01/video/7451922064589606152,1,18.58
Ga49 Dalat,cafe,1,3075,52200,1332,,https://www.tiktok.com/@checkindalat24h/video/7632297555413437704,1,18.3
The Lam,chợ quán,1,784,74700,2125,80k,https://www.tiktok.com/@thelam35lytutrong/video/7564221039358561544,1,18.25
Cơm Tấm Utle,chợ quán,1,765,65500,242400,,https://www.tiktok.com/@du_lich_dalat/video/7524272450293517576,0,17.32
Quán cf đón hoàng hôn,cafe,1,1250,57800,336100,,https://www.tiktok.com/@lulureview_/video/7605923721500544263,1,17.03
Tavin Coffee,cafe,1,1537,49100,15700,,https://www.tiktok.com/@dalat_reels/video/7592931867377224980,1,16.45
Quán cafe mới toanh tại Đà Lạt,cafe,1,1219,49700,117,,https://www.tiktok.com/@littletown.dalat/video/7632129162613951752,0,16.19
Quán cf mới mở,cafe,1,623,53700,111100,,https://www.tiktok.com/@nhanphepha/video/7603708453218979092,1,15.99
New Light Coffee Đà Lạt,cafe,1,663,52900,207700,,https://www.tiktok.com/@didalatcungtruc/video/7633363595354590485,1,15.95
Quảng Trường La Mã,địa điểm checkin,1,1193,45100,26700,,https://www.tiktok.com/@ducdodalat/video/7601042075273923858,1,15.7
Cafe hidden hẻm nhỏ Đà Lạt,cafe,1,1479,37700,4106,,https://www.tiktok.com/@caphedi.dalat/video/7398767159897246994,0,15.25
Tiệm cơm Hồi Nớ,chợ quán,1,916,40900,9914,ngon rẻ,https://www.tiktok.com/@nghiabiu.daily/video/7617051471355350292,1,15.01
hostel,homestay,1,772,38000,17500,,https://www.tiktok.com/@reeceisgone/video/7601562561313803542,1,14.57
Tiệm cơm Linh,chợ quán,1,644,37800,51900,,https://www.tiktok.com/@bolonton_/video/7480398850885274888,0,14.42
Quán cà phê ngắm hoàng hôn,cafe,1,331,39600,184,,https://www.tiktok.com/@caphedalat01/video/7389894220972166421,0,14.29
Hoa Xương Rồng,cafe,1,688,33600,184,,https://www.tiktok.com/@caphedalat01/video/7432858277999922440,1,14.05
Chuyện Của Mơ,cafe,1,374,36000,336100,,https://www.tiktok.com/@lulureview_/video/7632984252665122066,1,13.97
Tiệm Bánh Mì,chợ quán,1,322,36400,15600,,https://www.tiktok.com/@dalatstreet/video/7632132173440535828,0,13.96
Tiệm cơm nhà ngon,chợ quán,1,143,31400,231300,,https://www.tiktok.com/@baro.phe/video/7431168879977630994,1,13.28
Cherry Pet Coffee,cafe,1,227,28300,7447,,https://www.tiktok.com/@hiakhoa/video/7326562163907235074,1,13.06
Tiệm cafe cos,cafe,1,411,21400,20500,,https://www.tiktok.com/@chenhvenhcoffee/video/7614896395031465234,1,12.55
Cô Vy Chilly,cafe,1,279,21900,39100,,https://www.tiktok.com/@vie.viee__/video/7624514687627054356,1,12.47
Nhà Thờ Vinh Sơn,thiên nhiên,1,340,11200,385,,https://www.tiktok.com/@daddydalat/video/7632503603315363080,1,11.46
Cottage House,cafe,1,101,12700,2449,,https://www.tiktok.com/@thomdalat/video/7541610504578469127,1,11.37
Coffee Shops,cafe,1,175,9604,32900,,https://www.tiktok.com/@jacobj_lars/video/7625439166242802958,0,11.14
Bánh Mì BA ĐỜI,chợ quán,1,373,6725,12400,,https://www.tiktok.com/@linhtoursanmaydalat/video/7507842610304699656,0,11.05
Da Lat Railway Station,địa điểm checkin,1,213,6848,210100,,https://www.tiktok.com/@vietnamtodayvtv/video/7577343259538689298,1,10.9
ATÊ goy,cafe,1,90,7562,458,,https://www.tiktok.com/@atesignature.dalat/video/7618554983851691284,1,10.85
Banh Mi Xiu Mai,chợ quán,1,193,6545,12600,,https://www.tiktok.com/@minutemuncher/video/7436000173614009643,0,10.85
Cafe rừng nhiệt đới thu nhỏ,cafe,1,103,7005,39100,,https://www.tiktok.com/@vie.viee__/video/7622681539838561557,1,10.8
Cafe Moidalat,cafe,1,130,6665,184,baotienmotmobinhyen,https://www.tiktok.com/@caphedalat01/video/7390576299573562644,1,10.8
Tiệm cà phê Custty - Coffee & More Đà Lạt,cafe,1,58,7331,184,,https://www.tiktok.com/@caphedalat01/video/7450131900565327111,1,10.79
WAKEN BEANS COFFEE,cafe,1,193,5662,207,,https://www.tiktok.com/@dky.zzz0/video/7637853189676584212,1,10.76
Cheo veo cà phê,cafe,1,75,4489,346,,https://www.tiktok.com/@chagiotomthitsieungon/video/7598760559059750165,1,10.52
Circle Coffee,cafe,1,343,1623,9772,,https://www.tiktok.com/@hoaithuong420/video/7626258724960603412,1,10.51
Quán cơm gà có nhiều loại sốt,chợ quán,1,52,3615,5938,,https://www.tiktok.com/@comgakuboc.dalat/video/7628488627995086100,0,10.41
Quán cà phê Đà Lạt,cafe,1,73,2936,117,,https://www.tiktok.com/@littletown.dalat/video/7634114282900196626,0,10.37
Dốc Thị,thiên nhiên,1,77,1740,597,,https://www.tiktok.com/@top.check.in.da.lat/video/7575390744442064149,1,10.25
AirDream Cafe,cafe,1,28,2070,1272,,https://www.tiktok.com/@airdreamcafe/video/7638126017940376840,1,10.24
Quán Cơm Linh Đà Lạt,chợ quán,1,54,1321,647,,https://www.tiktok.com/@quancomlinh.doithuong/video/7637753715897715975,0,10.19
LIMI WORLD,địa điểm checkin,1,20,1441,1807,,https://www.tiktok.com/@quanthedulichpini/video/7433598646714748177,1,10.16
Cafe Dalat,cafe,1,33,1134,196,,https://www.tiktok.com/@gocnhodalat_23/video/7635584223646141714,0,10.15
Trạm Duyệt Chill,địa điểm checkin,1,39,984,717,,https://www.tiktok.com/@dalatchillguy/video/7593286507075554578,1,10.14
Quán Cafe Mây,cafe,1,29,983,254,,https://www.tiktok.com/@noir.coffee.57/video/7637896514794278165,0,10.13
The Blessed Virgin Hotel,khách sạn,1,31,748,1013,,https://www.tiktok.com/@hodotadalatnha/video/7607050820575710480,1,10.11
Si ☕🌿,cafe,1,31,616,2711,,https://www.tiktok.com/@sidalat.caphe/video/7638641386215984392,1,10.09
Xíu mại chén Đà Lạt,chợ quán,1,20,562,141,,https://www.tiktok.com/@lynio88/video/7308969069770722590,0,10.08
Dinh Nhung Rose,thiên nhiên,1,18,604,4964,,https://www.tiktok.com/@dinhnhungrose/video/7638431364689317127,1,10.08
BLUE DREAM,cafe,1,28,457,122,hơi đắt,https://www.tiktok.com/@nhamnhamnee/video/7638328243866635527,1,10.07
Khu trưng bày cổ vật Pi Ni,địa điểm checkin,1,15,373,1807,,https://www.tiktok.com/@quanthedulichpini/video/7434349282196589844,1,10.05
Biệt điện Trần Lệ Xuân,địa điểm checkin,1,6,441,738,,https://www.tiktok.com/@hazelssketches/video/7634577373265956117,1,10.05
Tiem Com Tau,chợ quán,1,8,254,4329,,https://www.tiktok.com/@laurenvacula/video/7629196342413315358,1,10.03
Tiệm bánh mì ĐÀ LẠT,chợ quán,1,12,160,58,,https://www.tiktok.com/@tiembanhmidalatld/video/7558787033959763218,1,10.03
CAP 777,cafe,1,3,110,9,,https://www.tiktok.com/@cap777.bar/video/7637868447006723348,1,10.01
Chân gà quái thú Đà Lạt,chợ quán,1,56800,1500000,71300,,https://www.tiktok.com/@sieuanvat25/video/7239287781401398533,1,216.8
Cafe Hot,cafe,1,11500,832600,100300,,https://www.tiktok.com/@yangho0910/video/7387663612401290517,0,104.76
Laughekimchi,chợ quán,1,18100,718400,177400,,https://www.tiktok.com/@kuti20297/video/7555868969111014664,1,99.94
Thôn 330,thiên nhiên,1,31600,406900,482300,,https://www.tiktok.com/@ngocduy_diachianuong/video/7514908810608168200,1,82.29
Tiệm cafe bên suối,cafe,1,12000,576500,60300,,https://www.tiktok.com/@chulamreview/video/7442942424147692817,0,79.65
Tiệm bánh căn của người Đà Lạt,chợ quán,1,14600,506000,482300,30k,https://www.tiktok.com/@ngocduy_diachianuong/video/7599515795651071253,1,75.2
SOLENA Quãng Trường La Mã Đà Lạt,địa điểm checkin,1,16100,392800,2880,,https://www.tiktok.com/@chenhimientay/video/7604057447661079826,1,65.38
Tích Lan Cột Tình Đà Lạt,thiên nhiên,1,22200,319700,15900,,https://www.tiktok.com/@dalat_fairytale_land/video/7620435689280163090,1,64.17
Chợ đêm Đà Lạt,chợ quán,1,6883,290500,102100,,https://www.tiktok.com/@callmevyvo/video/7359542199014493448,1,45.93
Cà Phê Hồng Phát Đà Lạt,cafe,4,61,1772,165,,https://www.tiktok.com/@hongphatdalat/video/7638628112892300564,4,40.24
Nét đẹp tự nhiên Đà Lạt,thiên nhiên,1,13100,151200,12500,,https://www.tiktok.com/@sundilaca/video/7631971399866780944,1,38.22
Tiệm cafe tại Đà Lạt,cafe,1,6586,212300,60300,,https://www.tiktok.com/@chulamreview/video/7448123460804562183,0,37.82
Tiệm Mì Kaito,chợ quán,1,6069,205700,29300,,https://www.tiktok.com/@nim.fav/video/7307841851686522119,1,36.64
Rừng Lá Kim Cafe,cafe,1,3076,176400,200300,,https://www.tiktok.com/@tuthoreview/video/7403709530078579976,1,30.72
Là Bữa In Dalat,chợ quán,1,2232,171200,177400,55🌿 cho một người,https://www.tiktok.com/@kuti20297/video/7543968164565077266,1,29.35
Tiệm nướng mùa thu Đà Lạt,khác,1,3864,132100,482300,,https://www.tiktok.com/@ngocduy_diachianuong/video/7607637946195283220,1,27.07
Tiệm ăn vặt ngon ở Đà Lạt,chợ quán,1,3921,119600,207700,,https://www.tiktok.com/@didalatcungtruc/video/7457163819102637320,0,25.88
Quán ốc siêu ngon và tươi,chợ quán,1,3210,123500,177400,,https://www.tiktok.com/@kuti20297/video/7453686964391349511,0,25.56
Chòi Ôi,chợ quán,1,4619,93700,1322,,https://www.tiktok.com/@ngocdilacreview/video/7611906520112139541,1,23.99
Ăn vặt Ying Đà Lạt,chợ quán,1,2921,110300,207700,,https://www.tiktok.com/@didalatcungtruc/video/7466082656061672712,0,23.95
Tiệm cà phê nhà của Thông Đà Lạt,cafe,1,1186,90900,482300,,https://www.tiktok.com/@ngocduy_diachianuong/video/7602115620703833365,1,20.28
Cà phê Vùng Ngoại Ô Đà Lạt,cafe,2,33,1048,3439,,https://www.tiktok.com/@sanmayvungngoaio/video/7638278348048698642,2,20.14
LÒ BÁNH CĂN ĐÀ LẠT,chợ quán,1,1754,83700,143800,ngon rẻ chấn động,https://www.tiktok.com/@didauofficial/video/7533457708364631314,1,20.12
Vibes Boutique Hotel Dalat,khách sạn,2,12,651,144,,https://www.tiktok.com/@vibesboutiquehoteldalat/video/7633607362175159573,2,20.08
Quán mẹ con Huế,chợ quán,1,1472,80400,4487,,https://www.tiktok.com/@meconhueodalat/video/7624002766230342933,0,19.51
Bánh tráng nướng Đà Lạt,chợ quán,1,1598,76700,1553,,https://www.tiktok.com/@reviewbybummie/video/7596584713528036616,0,19.27
Vũ Đìêng Gió Coffee,cafe,1,324,88400,4789,,https://www.tiktok.com/@vudieugio/video/7445903806765763841,0,19.16
Quán cà phê mới toanh,cafe,1,1336,69300,109700,,https://www.tiktok.com/@mc_quangtamm/video/7385911460192390417,0,18.27
Kiosk khu tổ hợp chợ mới,chợ quán,1,1463,56700,2793,,https://www.tiktok.com/@hi.girl.beaute/video/7592585190082399496,1,17.13
Vườn cẩm tú cầu DonkiLand,địa điểm checkin,1,167,46600,58000,,https://www.tiktok.com/@dalatreviewcotam/video/7429645808452128001,1,14.83
Địa điểm café xóm lẻ,cafe,1,1993,27600,738,,https://www.tiktok.com/@gianghiem01/video/7392422406733729040,0,14.75
Tiệm cà phê Dốc Thị,cafe,1,882,35300,315100,,https://www.tiktok.com/@bananzidong/video/7452307410745658632,1,14.41
Khu Vườn Bonsai Que Garden,thiên nhiên,1,555,37500,2616,,https://www.tiktok.com/@quegardenvanthanh/video/7519366669341347090,1,14.3
B'Nơm Kitchen,chợ quán,1,334,33400,177400,rẻ,https://www.tiktok.com/@kuti20297/video/7522678391573613831,1,13.67
Quán cafe có hoa Tullip,cafe,1,616,30400,120500,,https://www.tiktok.com/@lananhne95/video/7323510371262795015,1,13.66
Guye Histudio,địa điểm checkin,1,1287,20600,51100,,https://www.tiktok.com/@minhatminh/video/7529031556061531410,1,13.35
Quán cafe có vibe Đà Lạt,cafe,1,1351,15500,61900,,https://www.tiktok.com/@tutadida.sg/video/7321956744438074625,0,12.9
Tiệm ăn vặt Mây Hồng,chợ quán,1,484,19700,207700,,https://www.tiktok.com/@didalatcungtruc/video/7632508485653171477,1,12.45
Quán cafe Thời Thanh Xuân,cafe,1,297,21500,23700,,https://www.tiktok.com/@traveleverywhere.vn/video/7399602885719346450,1,12.45
Near coffee,cafe,1,163,22200,26700,,https://www.tiktok.com/@ducdodalat/video/7324336510549904658,1,12.38
Wai cafe,cafe,1,163,22200,26700,,https://www.tiktok.com/@ducdodalat/video/7324336510549904658,1,12.38
Vườn địa đàng,thiên nhiên,1,163,22200,26700,,https://www.tiktok.com/@ducdodalat/video/7324336510549904658,0,12.38
Cafe Siu Hợp,cafe,1,428,14800,42800,,https://www.tiktok.com/@chuyen_cua_nu/video/7326017738105752839,1,11.91
Tà Hũ Phớ,địa điểm checkin,1,73,16900,372,,https://www.tiktok.com/@quynhtim_family/video/7183902020577840427,1,11.76
Nan Hor,cafe,1,130,10600,6106,,https://www.tiktok.com/@nanhor_/video/7365333594476137745,1,11.19
Khu vườn Cottage,địa điểm checkin,1,530,6533,11400,,https://www.tiktok.com/@thelittlecottage.dalat/video/7621769591382953236,1,11.18
Tiệm Nướng Hoàng Hôn,khách sạn | nhà hàng,1,32,10400,13100,,https://www.tiktok.com/@tiemnuong.hoanghon/video/7625929424847883527,1,11.07
Zen Homestay Dalat,homestay,1,443,5714,1353,,https://www.tiktok.com/@zenhomestaydalat/video/7605968521306197256,1,11.01
Quán nướng ngói Cù Đúc,chợ quán,1,113,8409,68800,,https://www.tiktok.com/@eatwithdien/video/7528458207006625041,0,10.95
Cafe Vườn Địa Đàng,cafe,1,53,8887,46600,,https://www.tiktok.com/@tuanlinhphuot_official/video/7325604357641211137,1,10.94
Mẻ C Coffee,cafe,1,242,5824,29400,,https://www.tiktok.com/@anhthuydaisy/video/7353807042613742849,0,10.82
Caffe Vườn Địa Đàng,cafe,1,314,2701,4765,,https://www.tiktok.com/@diemthuynguyen_1979/video/7450640480565464338,1,10.58
Sleepbox tại BB's Garden,homestay,1,31,4446,1763,,https://www.tiktok.com/@bbgarden.dalat/video/7510101496059546888,1,10.48
Vintage Cafe 1991,cafe,1,38,4441,25800,,https://www.tiktok.com/@hoaquynhdalat/video/7352741823116234001,1,10.48
Tiem cafe thang bay,cafe,1,63,3661,5567,,https://www.tiktok.com/@thanhluan.1010/video/7317634272913935618,1,10.43
Hòn Bồ,thiên nhiên,1,59,2682,3828,,https://www.tiktok.com/@dalatchillmap/video/7561792004250815764,1,10.33
RIN Hotel Dalat,khách sạn,1,52,2578,280,,https://www.tiktok.com/@rin.hotel/video/7632590461282045202,1,10.31
quán lẩu gà ớt hiểm Tụt nướng,chợ quán,1,24,2387,2300,,https://www.tiktok.com/@tutoidalat/video/7553478402427145480,1,10.26
Cafe Toi Den,cafe,1,33,2130,4952,,https://www.tiktok.com/@cafetoiden/video/7611821097239022869,1,10.25
Chiếc Riêng,chợ quán,1,17,2011,3037,còn phải chăng,https://www.tiktok.com/@cuocsongovungtau/video/7632905110674230548,1,10.22
Cafe Tuimo,cafe,1,62,1606,368,,https://www.tiktok.com/@nurrul.k/video/7347781883209534726,1,10.22
Homestay có chiếc bếp view triệu đô săn mây mỗi sáng,homestay,1,18,1851,192,,https://www.tiktok.com/@lilythichdichoi/video/7559603261465218325,1,10.2
Tiệm lẩu gà ớt hiểm,chợ quán,1,20,1684,2300,,https://www.tiktok.com/@tutoidalat/video/7547552610694319378,1,10.19
Villa có hồ bơi nước nóng,homestay,1,33,1589,1192,,https://www.tiktok.com/@diadiem.luutru/video/7597404491700292882,1,10.19
Suối Mát,thiên nhiên,1,42,1416,2918,,https://www.tiktok.com/@vyy8234/video/7617701494036483336,1,10.18
Bánh Mì Xíu Mai 79,chợ quán,1,36,1246,102,22 - 25k/ phần,https://www.tiktok.com/@openmymindforfood/video/7507858481882402066,1,10.16
Bliss Home,homestay,1,19,1422,2217,300 ka,https://www.tiktok.com/@bliss.home.govap/video/7638130333644360968,1,10.16
Chon Binhyen Coffee,cafe,1,57,1010,90,,https://www.tiktok.com/@chonbinhyencoffeedalat/video/7624022339621047560,1,10.16
Tiệm cà phê Hoàng Hôn Chiều,cafe,1,50,900,64,,https://www.tiktok.com/@onenightstation/video/7551067372229102866,1,10.14
Quán Lẩu và Nướng Tôm Bầu,chợ quán,1,24,860,538,,https://www.tiktok.com/@tombaudalat/video/7628930848670158101,1,10.11
1/2 Circle,cafe,1,16,928,768,,https://www.tiktok.com/@kim_luu1904/video/7446358616766041351,1,10.11
Quán cafe check in Cực Chill,cafe | địa điểm checkin,1,35,622,16500,,https://www.tiktok.com/@anh_tai_xe_da_lat/video/7399143522173029639,1,10.1
Tiệm bánh Trăng Nhỏ,chợ quán,1,15,784,1921,,https://www.tiktok.com/@tiembanhtrangnhin/video/7638802322600152341,0,10.09
Hồng Phát,cafe,1,27,527,165,,https://www.tiktok.com/@hongphatdalat/video/7635599682042957077,1,10.08
L'amant De Dalat,homestay,1,14,538,1192,,https://www.tiktok.com/@diadiem.luutru/video/7637012538034556181,1,10.07
Rose Hill Dalat Villa,homestay,1,17,502,430,,https://www.tiktok.com/@rosehillvilladalat/video/7610641855058808084,1,10.07
Vườn thú Zoodoo,thiên nhiên,1,37,247,1560,,https://www.tiktok.com/@grinlai/video/7636632967338560775,1,10.06
Beros,homestay,1,15,408,1192,,https://www.tiktok.com/@diadiem.luutru/video/7637828621704465684,1,10.06
Lưng Đồi,thiên nhiên,1,21,338,2311,,https://www.tiktok.com/@lungdoicoffee_backery/video/7615550815121575186,1,10.05
Misol Coffee,cafe,1,22,270,2784,,https://www.tiktok.com/@misolcoffee/video/7636216950393441557,1,10.05
Ba Ba Ciu Valley,thiên nhiên,1,19,260,1337,,https://www.tiktok.com/@hoangminh291194/video/7354954666188344577,1,10.04
Modalat Village,địa điểm checkin,1,10,342,2026,,https://www.tiktok.com/@m.dalats.village/video/7638127496793230613,1,10.04
Coffee Homestay HĐK,homestay,1,14,218,263,,https://www.tiktok.com/@coffeetrasuahdkdalat/video/7626657632442518805,1,10.04
KAT HOTEL Bùi Thị Xuân,khách sạn,1,3,136,259,,https://www.tiktok.com/@kathotel_dalat/video/7637108993717980436,1,10.02
Tiệm cà phê Miền Du Mục,cafe,1,41700,2100000,123300,,https://www.tiktok.com/@tiktokgapgiquaydo/video/7571609207460482322,1,261.7
Cà phê Bản Lèo,cafe,3,37966,1008600,568600,,https://www.tiktok.com/@suoibinhyen/video/7596534131127749909,3,168.83
Quán ăn khuya Phung Lai,chợ quán,1,58200,959900,3600000,,https://www.tiktok.com/@phunglai2222/video/7514281689141546248,0,164.19
Quán cafe tone đen xịn nhất ở Đà Lạt,cafe,1,31700,1200000,222100,,https://www.tiktok.com/@dichoimoingay/video/7360554249291353352,0,161.7
Vườn hoa cúc hoạ mi,thiên nhiên,1,29800,845300,216400,,https://www.tiktok.com/@dalatstatus/video/7327589103120223506,1,124.33
