place_name,type,mention_count,total_digg,total_plays,max_followers,price_mentions,video_urls,video_caption,confidence_high,popularity_score,aliases,gmaps_name,gmaps_place_id,gmaps_address,lat,lng,gmaps_rating,gmaps_reviews_count,gmaps_price_level,gmaps_phone,gmaps_website,gmaps_status,opening_hours_text,open_time,close_time,fuzzy_score
Ò Ó Coffee & Tea,cafe,2,12039,299200,7891,,https://www.tiktok.com/@oocoffeeandtea/video/7441405361145367816,"Trời lạnh dễ catch a chill, cần người bên cạnh, teach me cách được iuuuuuu. Ò Ó Coffee & Tea, số 18 hẻm 1 Đặng Thái Thân p3 tp Đà Lạt. #dalat #caphe #coffee #caphedalat #dalatcaphe #coffeedalat #quotes ",2,61.96,,Ò Ó coffee & tea,ChIJf6oafAATcTER1PLOe4fELTI,"18 Đường Đặng Thái Thân, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",11.9316258,108.4524659,5,11,,0589 250 901,,OPERATIONAL,Thứ Hai: 06:00–21:30 | Thứ Ba: 06:00–21:30 | Thứ Tư: 06:00–21:30 | Thứ Năm: 06:00–21:30 | Thứ Sáu: 06:00–21:30 | Thứ Bảy: 06:00–21:30 | Chủ Nhật: 06:00–21:30,06:00,21:30,100
Bánh Tráng Nướng Đà Lạt,khác,1,10300,399900,59800,,https://www.tiktok.com/@hoanganhdidau/video/7592237795184348424,Tiệm nướng local ở Đà Lạt 😋😋😋 #hoanganhdidau #donuongdalat ,1,60.29,,Bánh tráng nướng 68 Đà Lạt,ChIJFfLlamgTcTERvftAs5J5CJU,"57 Đ. Phạm Hồng Thái, Xuân Hương - Đà Lạt, Lâm Đồng 67000, Việt Nam",11.9397237,108.4555282,4.9,42,,0812 336 374,,OPERATIONAL,Thứ Hai: 09:00–23:00 | Thứ Ba: 09:00–23:00 | Thứ Tư: 09:00–23:00 | Thứ Năm: 09:00–23:00 | Thứ Sáu: 09:00–23:00 | Thứ Bảy: 09:00–23:00 | Chủ Nhật: 09:00–23:00,09:00,23:00,100
Hoàng Hôn,địa điểm checkin,1,18300,319900,424400,,https://www.tiktok.com/@hachireview74/video/7460073643004022034,"Lại thêm một tọa độ check-in ở Đà Lạt nè mọi người, hoàng hôn đẹp mê 🥰🥰 ##mountainchill##mountainchilldalat##cafedalat#cafiewdalat ##hoanghon##dalatreview##dalatstory##dalat  ",1,60.29,,Hoàng hôn 3000,ChIJK8avtI0TcTERF7wrBIoH7sU,"37 Đường Trần Đại Nghĩa, Lâm Viên - Đà Lạt, Lâm Đồng 67000, Việt Nam",11.9719841,108.4514667,4.9,1194,2,0383 877 895,http://1phutdalat.vn/,OPERATIONAL,Thứ Hai: 10:00–23:00 | Thứ Ba: 10:00–23:00 | Thứ Tư: 10:00–23:00 | Thứ Năm: 10:00–23:00 | Thứ Sáu: 10:00–23:00 | Thứ Bảy: 10:00–23:00 | Chủ Nhật: 10:00–23:00,10:00,23:00,93.26086956521739
The Manor Villas Dalat,khách sạn,1,6045,428600,13400,,https://www.tiktok.com/@resortdalat/video/7409122532223208711,"Với view này mà có thêm… thì tuyệt!
———
📍The Manor Villas Dalat
———
#dalat #khachsandep #khachsantrungtamdalat #khachsansangtrong #resort #resortdalat #resortdep #chill #villadalat #khachsanviewdepdalat #khachsandalat #chilldalat #dalatchill #vibes ",1,58.91,,The Manor Villas Da Lat,ChIJDf5IwMtscTERT3gMccM9T-4,"6B Đường Đống Đa, Xuân Hương - Đà Lạt, Lâm Đồng 670000, Việt Nam",11.925351,108.444924,4.4,733,,0263 3872 872,https://www.facebook.com/TheManorVillasDaLat,OPERATIONAL,Thứ Hai: Mở cửa cả ngày | Thứ Ba: Mở cửa cả ngày | Thứ Tư: Mở cửa cả ngày | Thứ Năm: Mở cửa cả ngày | Thứ Sáu: Mở cửa cả ngày | Thứ Bảy: Mở cửa cả ngày | Chủ Nhật: Mở cửa cả ngày,00:00,,100
Quán cơm niêu,chợ quán,1,11600,363300,342700,đắt,https://www.tiktok.com/@tranliendoanh_99/video/7525430430599007496,"Quán cơm niêu ngon cho mọi người khi đi Tà Nung, Đà Lạt nè #comnieudanhtien #comnieudalat #dalatangi #tanung #dalat #reviewdalat ",1,57.93,,Quán Cơm Niêu Như Ngọc,ChIJiQZwGi8TcTERjP-QvBkDWCQ,"6 Đường Nguyễn Thị Minh Khai, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",11.9419785,108.4373147,3.5,119,,0263 3822 651,,OPERATIONAL,Thứ Hai: 06:00–20:00 | Thứ Ba: 06:00–20:00 | Thứ Tư: 06:00–20:00 | Thứ Năm: 06:00–20:00 | Thứ Sáu: 06:00–20:00 | Thứ Bảy: 06:00–20:00 | Chủ Nhật: 06:00–20:00,06:00,20:00,89.28571428571429
Lang Biang,địa điểm checkin,2,6292,306600,482400,59k,https://www.tiktok.com/@dichungxe/video/7602949300955516168,"Lên ngay con tướng Lang Biang

#dichungxe #dcx #trekking #langbiang ",2,56.95,Tiệm cơm 1 điều ước,Lang Biang - Đà Lạt,ChIJ4WwmVVULcTERicYROvLzhdo,"Lang Biang - Đà Lạt, Lâm Đồng, Việt Nam",12.0609635,108.4038672,,,,,,,,,,100
Tiệm Cơm Hồi Đó,chợ quán,2,6561,299200,177300,,https://www.tiktok.com/@kuti20297/video/7570710409133542663,"Không gian thoáng mát, món ăn chất lượng, đến Đà Lạt mọi người chưa tìm được quán cơm trưa nào vừa ý, thì thử đến Tiệm Cơm Hồi Đó nha #dalatreview #dalatangi #monngondalat #learnontiktok #ancungtiktok ",2,56.48,,Tiệm cơm Hồi Đó,ChIJzzMXM1wTcTERTIdrsfz1Y34,"5 Lý Nam Đế, Lâm Viên - Đà Lạt, Lâm Đồng, Việt Nam",11.9581647,108.4390875,4.8,738,,0929 394 939,https://www.facebook.com/tiemcomhoido/,OPERATIONAL,Thứ Hai: 09:30–22:00 | Thứ Ba: 09:30–22:00 | Thứ Tư: 09:30–22:00 | Thứ Năm: 09:30–22:00 | Thứ Sáu: 09:30–22:00 | Thứ Bảy: 09:30–22:00 | Chủ Nhật: 09:30–22:00,09:30,22:00,100
Đồi cỏ hồng,địa điểm checkin,1,12100,313000,42900,,https://www.tiktok.com/@dihetdalat/video/7579981746721148168,Check-in đồi cỏ hồng mộng mơ tại Đà Lạt 📸 #dihetdalat #dalat #cohong #doicohong #doicohongdalat ,1,53.4,,Đồi Cỏ Hồng Đà Lạt,ChIJgRnIjZtycTERGEICDOZETo0,"X9XV+38W, Lang Biang - Đà Lạt, Lâm Đồng 670000, Việt Nam",11.9977266,108.393338,4.4,590,,,,OPERATIONAL,Thứ Hai: Mở cửa cả ngày | Thứ Ba: Mở cửa cả ngày | Thứ Tư: Mở cửa cả ngày | Thứ Năm: Mở cửa cả ngày | Thứ Sáu: Mở cửa cả ngày | Thứ Bảy: Mở cửa cả ngày | Chủ Nhật: Mở cửa cả ngày,00:00,,100
Dưới tán anh đào,cafe,2,16020,161933,19600,,https://www.tiktok.com/@duoitananhdao/video/7639696857463131400,"Mọi người đi du lịch Đà Lạt, ghé Dưới tán anh đào nghe nhạc acoustic nhé 🫶

- Đêm nhạc có lịch diễn mỗi ngày (chỉ nghỉ ngày thứ 4).
- Thời gian từ 19:30-21:30 
- KH.ÔNG BÁ.N VÉ - KH.ÔNG PHỤ THU

📞 Hotline: 093.883.6565

📍Dưới tán anh đào: 29B Hùng Vương, P.Xuân Trường - Đà Lạt (đối diện số 178 Hùng Vương)
🚘 Có bãi đậu xe ô tô và xe máy ngay cổng chính
#acousticdalat #duoitananhdao #dalatdidau #caphedalat #trendingtiktok ",2,52.21,,Quán cà phê Dưới Tán Anh Đào,ChIJm9IiEtcTcTERNsDv1eIoZA4,"29B Đ. Hùng Vương, Xuân Trường - Đà Lạt, Lâm Đồng 66118, Việt Nam",11.9404545,108.4845469,4.5,794,2,0938 836 565,https://gox.life/,OPERATIONAL,Thứ Hai: 07:00–23:00 | Thứ Ba: 07:00–23:00 | Thứ Tư: 07:00–23:00 | Thứ Năm: 07:00–23:00 | Thứ Sáu: 07:00–23:00 | Thứ Bảy: 07:00–23:00 | Chủ Nhật: 07:00–23:00,07:00,23:00,87.72727272727273
Cơm Trưa,chợ quán,1,6023,354800,242400,bình dân,https://www.tiktok.com/@du_lich_dalat/video/7514631840213454088,Quán Cơm Trưa Với Các Món Ăn Đặc Sản Của Người Đồng Bào Ngon Bình Dân Ngay Trung Tâm Đà Lạt#thodandalad#dalat#comtrua#quancomdalat#mocbbq#mocquan#checkindalat# ,1,51.5,Quán Cơm Trưa,Quán 2ơi! - Cơm Trưa Đà Lạt,ChIJB3n-pf0TcTERlqUh5USRBYw,"14bis Đường Mai Hoa Thôn, Xuân Hương - Đà Lạt, Lâm Đồng 66109, Việt Nam",11.9512076,108.4361705,4.9,590,,0396 727 573,https://www.facebook.com/bialanhcomtruua2oi/,OPERATIONAL,Thứ Hai: 10:00–15:00 | Thứ Ba: 10:00–15:00 | Thứ Tư: 10:00–15:00 | Thứ Năm: 10:00–15:00 | Thứ Sáu: 10:00–15:00 | Thứ Bảy: 10:00–15:00 | Chủ Nhật: 10:00–15:00,10:00,15:00,79.0
Pasta Fresca - Taste of Italy,cafe,1,3907,337700,1182,,https://www.tiktok.com/@pastabperdb/video/7586908704109350165,"Nếu muốn ăn pizza Ý thật sự... Hãy đến Pasta Fresca - Taste of Italy in Dalat! 🇮🇹
Chúng tôi cam kết: Lò củi thật, Chef Ý thật, hương vị Naples thật! Không phải trải nghiệm ""na ná""! ✨

#PastaFrescaDalat #viral #TasteOfItaly #DalatItalian #PizzaLoCui   ",1,47.68,,Pasta Fresca Da Lat,ChIJT3RAYAsTcTERNK3JwmKaavQ,"BL10, KQH Yersin, Ward 9, Lâm Viên - Đà Lạt, Lâm Đồng, Việt Nam",11.9468834,108.4550008,4.8,269,,0969 145 670,https://pastafrescasaigon.com/,OPERATIONAL,Thứ Hai: 10:30–22:00 | Thứ Ba: 10:30–22:00 | Thứ Tư: 10:30–22:00 | Thứ Năm: 10:30–22:00 | Thứ Sáu: 10:30–22:00 | Thứ Bảy: 10:30–22:00 | Chủ Nhật: 10:30–22:00,10:30,22:00,76.53846153846155
Chợ đêm, chợ quán,1,6883,290500,102000,,https://www.tiktok.com/@callmevyvo/video/7359542199014493448,Ăn vặt độc lạ Đà Lạt với món đậu hủ lắc khói ngay chợ đêm Đà Lạt 😗🍡🍢 #callmevyvo #vyvoreview #dalat #reviewanngon #ancungtiktok #anvatdalat ,1,45.93,chợ đêm Đà Lạt,Chợ Đêm Đà Lạt,ChIJw-dBTv8TcTERPCSnIa35zyE,"Đường Nguyễn Thị Minh Khai, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",11.9414015,108.4372912,4.2,18260,,0263 3821 586,,OPERATIONAL,Thứ Hai: 17:30–00:00 | Thứ Ba: 17:30–00:00 | Thứ Tư: 17:30–00:00 | Thứ Năm: 17:30–00:00 | Thứ Sáu: 17:30–00:00 | Thứ Bảy: 17:30–00:00 | Chủ Nhật: 17:30–00:00,17:30,00:00,100
Da Hiông,địa điểm checkin,1,7033,283900,440,,https://www.tiktok.com/@gia_phu_10/video/7638584137577745680,Hướng dẫn đường tới rừng thông thác 7 tầng Đà Lạt | Nơi có ngọn thác 7 tầng nằm sâu trong rừng thông. Thác này mình thấy trên map để là Thác Da Hiông. Cung đường đi tới đây rất mát và đẹp. Video này hướng dẫn mọi người đoạn đường chạy xe máy. Đoạn còn lại mình sẽ đi bộ mình up video sau nha. Mọi người có dịp trải nghiệm nha! #Phudidaudo #thac7tang #dalat,1,45.42,Thác Da Hiông,Thác Da Hiông,ChIJAVDV10YXcTERVMVdFUdyVaY,"RGMF+FFF, Unnamed, Road, Xuân Trường - Đà Lạt, Lâm Đồng, Việt Nam",11.8336788,108.5236801,4.5,63,,,,OPERATIONAL,,,,91.19047619047619
Checkin,địa điểm checkin,1,5184,292500,8923,,https://www.tiktok.com/@runggiaohuong/video/7572796495397719304,"Toạ độ checkin cực xịn ở Đà Lạt ✨

#runggiaohuong #cafedalatngon #cafedalat #dulichdalat #checkindalat ",1,44.43,Toạ độ checkin,Đà Lạt Checkin,ChIJywp-8qNtcTERk3mts6p7iEU,"35 An Tôn, Cam Ly - Đà Lạt, Lâm Đồng 66000, Việt Nam",11.9391296,108.416051,4,1,,0913 655 168,http://dalatcheckin.com/,OPERATIONAL,,,,100
Cơm Nhà Thông,chợ quán,1,3634,303500,207600,,https://www.tiktok.com/@didalatcungtruc/video/7581337529404869909,"Tiệm cơm trưa view thông xanh ngát ở Đà Lạt, Cơm Nhà Thông gần trung tâm #comnhathong #antruadalat #comdalat #isbtalents #didalatcungtruc #reviewdalat #ancungtiktok ",1,43.98,,Cơm Nhà Thông,ChIJ79qRLwATcTER04zTN1jXIxA,"19 Đường Đặng Thái Thân, Xuân Hương - Đà Lạt, Lâm Đồng 670000, Việt Nam",11.9292665,108.4490897,4.5,103,,0377 703 151,,OPERATIONAL,Thứ Hai: 10:30–17:00 | Thứ Ba: 10:30–17:00 | Thứ Tư: 10:30–17:00 | Thứ Năm: 10:30–17:00 | Thứ Sáu: 10:30–17:00 | Thứ Bảy: 10:30–17:00 | Chủ Nhật: 10:30–17:00,10:30,17:00,100
Quán ăn local,khác,1,3606,294400,315300,,https://www.tiktok.com/@bananzidong/video/7585781503339138311,"Quán ăn local ở Đà Lạt món ăn chất lượng, không khí vui vẻ. #banandalat #ancungtiktok ",0,43.05,,Quán Ăn Ngon Đà Lạt,ChIJaa9b_u5tcTERo150_4pbFAM,"A22 Đường Trần Lê, Phường 4, Đà Lạt, Lâm Đồng 66115, Xuân Hương - Đà Lạt, Lâm Đồng 66116, Việt Nam",11.9373851,108.4279564,4.7,67,,0344 447 886,https://www.facebook.com/profile.php?id=100063551111664,OPERATIONAL,Thứ Hai: 11:00–02:00 | Thứ Ba: 11:00–02:00 | Thứ Tư: 11:00–02:00 | Thứ Năm: 11:00–02:00 | Thứ Sáu: 11:00–02:00 | Thứ Bảy: 11:00–02:00 | Chủ Nhật: 11:00–02:00,11:00,02:00,72.0
Timi Boutique Stay Đà Lạt,homestay,1,7515,190000,13200,chăm cơ,https://www.tiktok.com/@linnsharinghomedalat/video/7633422888690928903,"Làm s mà kiếm đc cái phòng cách 
quảng trường Đà Lạt 500m
Có view, có bồn tắm
Giá lại còn nằm ở hàng chăm cơ chứ @Timi Boutique Stay Đà Lạt #homestaydalat #dalat #linnsharinghomedalat #timiboutiquestay #cuoituanlinndidalatnha ",1,36.52,,Timi Boutique Stay,ChIJK_YI4sMTcTER5Y9XWmA2fJc,"BL04 KQH, Thái Lâm Đường Nguyễn Trung Trực, Xuân Hương - Đà Lạt, Lâm Đồng 66122, Việt Nam",11.9290785,108.4360206,5,17,,0776 986 385,,OPERATIONAL,,,,100
Cafe Đà Lạt,cafe,1,3672,215400,1600,,https://www.tiktok.com/@vuongtong_1/video/7632639675420855559,Cafe Đà Lạt phát triển tới mức này rồi sao? #xuhuongtiktok #dalat #cafedalat #reviewcafe #chuyencuamo ,1,35.21,,Xe cafe Dalat.,ChIJg8cJaQATcTERgLTG65H8LW8,"28 Trần Hưng Đạo, Xuân Hương - Đà Lạt, Lâm Đồng 670000, Việt Nam",11.9396555,108.4576376,5,8,,,,OPERATIONAL,Thứ Hai: 07:00–11:30 | Thứ Ba: 07:00–11:30 | Thứ Tư: 07:00–11:30 | Thứ Năm: 07:00–11:30 | Thứ Sáu: 07:00–11:30 | Thứ Bảy: 07:00–11:30 | Chủ Nhật: 07:00–11:30,07:00,11:30,87.72727272727273
Hương Quán,cafe,1,658,239100,84,,https://www.tiktok.com/@huongquandalat/video/7327856661815627015,Hương Quán có menu ăn trưa hay tối đều hợp lý #huongquan #huongquandalat #quanandalat #gadapludalat #antruadalat ,1,34.57,,Hương Quán Đà Lạt,ChIJt7_PtjltcTERUnl_BuvSlLc,"47B Trần Bình Trọng, Cam Ly - Đà Lạt, Lâm Đồng 67000, Việt Nam",11.9431031,108.4253607,4.1,1226,2,0896 133 299,,OPERATIONAL,Thứ Hai: 09:00–22:00 | Thứ Ba: 09:00–22:00 | Thứ Tư: 09:00–22:00 | Thứ Năm: 09:00–22:00 | Thứ Sáu: 09:00–22:00 | Thứ Bảy: 09:00–22:00 | Chủ Nhật: 09:00–22:00,09:00,22:00,100
Rừng Giao Hưởng,địa điểm checkin,1,3669,207000,8923,,https://www.tiktok.com/@runggiaohuong/video/7620294626150288660,"Ăn trưa ở Rừng Giao Hưởng kiểu: no bụng + no mắt + chill hết nấc 🌿

Đồ ăn nóng hổi, view thì “đỉnh của chóp” 

📍Nhớ ghé Rừng ăn trưa bạn nhé!

#runggiaohuong #cafedalat #dulichdalat #dalat #checkindalat ",1,34.37,,Rừng Giao Hưởng,ChIJEbceFtFtcTEREenDLhkzw_w,"1/3 Lâm Sinh, Cam Ly - Đà Lạt, Lâm Đồng, Việt Nam",11.941282,108.4064008,4.6,501,,0905 120 668,https://www.runggiaohuong.com/,OPERATIONAL,Thứ Hai: 08:00–17:00 | Thứ Ba: 08:00–17:00 | Thứ Tư: 08:00–17:00 | Thứ Năm: 08:00–17:00 | Thứ Sáu: 08:00–17:00 | Thứ Bảy: 08:00–17:00 | Chủ Nhật: 08:00–17:00,08:00,17:00,100
Tiệm ăn vặt,chợ quán,1,4959,181200,199100,,https://www.tiktok.com/@trongtamdalat/video/7366211336776338706,Tiệm ăn vặt ngon lâu năm ít ai review bạn biết #dalat #dalatreview #ongboreviewdalat #reviewdalat #ancungtiktok ,1,33.08,,Tiệm ăn vặt 168,ChIJb_vWUIUTcTERs5EC5wEJ-Eg,"5E Trần Hưng Đạo, Xuân Hương - Đà Lạt, Lâm Đồng 66000, Việt Nam",11.9369552,108.447179,5,2,,0833 218 883,,OPERATIONAL,Thứ Hai: 14:00–23:00 | Thứ Ba: 14:00–23:00 | Thứ Tư: 14:00–23:00 | Thứ Năm: 14:00–23:00 | Thứ Sáu: 14:00–23:00 | Thứ Bảy: 14:00–23:00 | Chủ Nhật: 14:00–23:00,14:00,23:00,99.61538461538461
Làng Cù Lần,địa điểm checkin,1,3516,191900,57400,,https://www.tiktok.com/@bacxiuneee_/video/7605564991403560213,"Đi Làng Cù Lần, có ai bỏ quên “Lò Gụ” này khumm🍃
#langculan #reviewdalat #dulichdalat #dalat #bacxiunee ",1,32.71,,Làng Cù Lần,ChIJPWhb3k5ycTERkHYm-NE8qoA,"ĐT722, Lang Biang - Đà Lạt, Lâm Đồng, Việt Nam",12.0260122,108.3636996,4.6,16572,,,,OPERATIONAL,Thứ Hai: 08:00–17:00 | Thứ Ba: 08:00–17:00 | Thứ Tư: 08:00–17:00 | Thứ Năm: 08:00–17:00 | Thứ Sáu: 08:00–17:30 | Thứ Bảy: 08:00–17:30 | Chủ Nhật: 08:00–17:30,08:00,17:30,100
Terracotta Hotel & Resort Dalat,khách sạn,1,1140,213500,13400,,https://www.tiktok.com/@resortdalat/video/7337975832725425410,"Team mê sống ảo không thể bỏ lỡ Terracotta Hotel & Resort Dalat. Mang vẻ đẹp thiên nhiên với rừng thông bao phủ nằm cạnh bờ hồ Tuyền Lâm đầy thơ mộng
———
Liên hệ Hoa Đà Lạt Travel nhận ưu đãi!
———
#dalat #dalatreview #dalattrip #khachsandalat #khachsan4sao #terracotta #terracottaresort #review #reviewdalat #resortdalat #travel #traveltips #khachsandalat #dulichdalat #xuhuong #xuhuongtiktok #viral ",1,32.49,,Terracotta Hotel & Resort Dalat,ChIJxwYY4q8UcTERt31w04QnILo,"Phân khu chức năng 7.9 KDL hồ Tuyền Lâm, Xuân Hương - Đà Lạt, Lâm Đồng 670000, Việt Nam",11.8948927,108.4380538,4.4,4458,,0263 3883 838,https://dalat.terracottaresort.com/,OPERATIONAL,Thứ Hai: 00:00–12:00 | Thứ Ba: 00:00–12:00 | Thứ Tư: 00:00–12:00 | Thứ Năm: 00:00–12:00 | Thứ Sáu: 00:00–12:00 | Thứ Bảy: 00:00–12:00 | Chủ Nhật: 00:00–12:00,00:00,12:00,100
Đỉnh Langbiang,thiên nhiên,2,3147,66982,330,,https://www.tiktok.com/@dicungmonn/video/7638627134801480981,Chinh phục đỉnh LangBiangg #trekking #dallas #outfit #salomon #langbiang ,2,29.85,,Đỉnh Langbiang,ChIJMxXpEgANcTER1swISXhp4lA,"2CWR+X7, Lang Biang - Đà Lạt, Lâm Đồng, Việt Nam",12.0474337,108.4407372,4.6,32,,,,OPERATIONAL,,,,100
Quán ăn vặt,chợ quán,2,1981,75300,199100,giá rẻ,https://www.tiktok.com/@sasavivudalat/video/7638476715794173192,"Quán ăn vặt với món nước dừa tươi full topping, bánh tráng trộn, bánh tráng cuộn...#dalat #dalatreview #reviewdalat #ongboreviewdalat ",2,29.51,,Quán ăn vặt O Chi,ChIJpWpnegATcTERTmNCkLryRhc,"2 Hoàng Hoa Thám, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",11.9407514,108.4629965,5,1,,0858 077 579,,OPERATIONAL,Thứ Hai: 15:00–00:10 | Thứ Ba: 15:00–00:10 | Thứ Tư: 15:00–00:10 | Thứ Năm: 15:00–00:10 | Thứ Sáu: 15:00–00:10 | Thứ Bảy: 15:00–00:10 | Chủ Nhật: 15:00–00:10,15:00,00:10,93.57142857142857
Quán cơm Linh,cafe,1,2521,166300,101400,,https://www.tiktok.com/@huongnoidian/video/7531414422338768146,+ 1 máy ghiền Quán cơm Linh ở Đà Lạt #reviewanngon #ancungtiktok #LearnOnTikTok #tryitwithtiktok #huongnoidian ,1,29.15,,Quán cơm Linh,ChIJKS0nUgATcTER4oWQE7e240A,"31 KQH Phạm Hồng Thái, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",11.9414509,108.4561451,,,,0978 262 824,https://quancomlinhdalat.com/,OPERATIONAL,"Thứ Hai: 10:30–15:00, 17:00–19:30 | Thứ Ba: 10:30–15:00, 17:00–19:30 | Thứ Tư: 10:30–15:00, 17:00–19:30 | Thứ Năm: 10:30–15:00, 17:00–19:30 | Thứ Sáu: 10:30–15:00, 17:00–19:30 | Thứ Bảy: 10:30–15:00, 17:00–19:30 | Chủ Nhật: 10:30–15:00, 17:00–19:30",10:30,15:00,100
chợ ĐL, chợ quán,1,3596,132100,7371,,https://www.tiktok.com/@chang.trang91/video/7597736208403270933,Hai quán ăn trên chợ ĐL mà nhất định mọi người nên gé khi đến Đà Lạt#đicungchang #TikTokShopFUNFEST #reviewdalat ,1,26.81,,Chợ đà lạt,ChIJERJoQwATcTERR_bBPr8wkUY,"chợ Đà Lạt, 24 Đường Nguyễn Thị Minh Khai, Xuân Hương - Đà Lạt, Lâm Đồng 02633, Việt Nam",11.9430226,108.4368778,4.5,1426,,,,OPERATIONAL,,,,81.66666666666667
Lạc Dương Hill,địa điểm checkin,1,2420,130900,123300,,https://www.tiktok.com/@tiktokgapgiquaydo/video/7633944771379203335,"Lễ này các bạn lại có địa điểm mới để đi check in nữa rồi nè…
📍 Lạc Dương Hill ( 19/5 - F LangBiang - Đà Lạt )
##dalatreviewtravel##lacduonghill##thuyentrennui##caphechill",1,25.51,,Lạc Dương Hill coffee,ChIJMX34W4BzcTERbNX9hZt5Q-c,"Lang Biang - Đà Lạt, Lâm Đồng, Việt Nam",12.0060112,108.410169,4.1,22,,0354 160 591,,OPERATIONAL,Thứ Hai: Mở cửa cả ngày | Thứ Ba: Mở cửa cả ngày | Thứ Tư: Mở cửa cả ngày | Thứ Năm: Mở cửa cả ngày | Thứ Sáu: Mở cửa cả ngày | Thứ Bảy: Mở cửa cả ngày | Chủ Nhật: Mở cửa cả ngày,00:00,,95.0
Mint Coffee & Tea,cafe,1,3909,103400,5678,,https://www.tiktok.com/@quanngondalat/video/7606963392359730452,"Quán cà phê Đà Lạt có nhiều món nước  đa dạng, vị trí gần trung tâm Đà Lạt
📍Mint Coffee & Tea
#caphedalat #mintcoffeeandtea #quanngondalat #reviewdalat #dulichdalat ",1,24.25,,Mint Coffee & Tea,ChIJGZ-gEQATcTERFumrHMt_kGE,"12 Phan Chu Trinh, Lâm Viên - Đà Lạt, Lâm Đồng 67000, Việt Nam",11.949691,108.4646613,3.2,27,,0961 613 113,,OPERATIONAL,Thứ Hai: 07:00–22:00 | Thứ Ba: 07:00–22:00 | Thứ Tư: 07:00–22:00 | Thứ Năm: 07:00–22:00 | Thứ Sáu: 07:00–22:00 | Thứ Bảy: 07:00–22:00 | Chủ Nhật: 07:00–22:00,07:00,22:00,100
Tiệm ăn vặt ở Đà Lạt,chợ quán,1,2946,109500,207600,,https://www.tiktok.com/@didalatcungtruc/video/7583956254150659348,"Tiệm ăn vặt ở Đà Lạt, có các món gà rán sốt ngon #anvatdalat #garandalat #isbtalents #didalatcungtruc #reviewdalat #ancungtiktok #monngondalat ",1,23.9,,Ăn vặt NiON,ChIJP01sVRsTcTERN1vSHj1vUn0,"17, 21 Đ. Hùng Vương, Xuân Hương - Đà Lạt, Lâm Đồng, Việt Nam",11.9431098,108.4616628,4.9,22,,0396 479 727,,OPERATIONAL,Thứ Hai: 08:00–22:00 | Thứ Ba: 08:00–22:00 | Thứ Tư: 08:00–22:00 | Thứ Năm: 08:00–22:00 | Thứ Sáu: 08:00–22:00 | Thứ Bảy: 08:00–22:00 | Chủ Nhật: 08:00–22:00,08:00,22:00,66.66666666666667
Chuồn Chuồn,địa điểm checkin,1,317,131700,26100,,https://www.tiktok.com/@chuonchuon.dalat/video/7529030112126242055,Điểm du lịch Chuồn Chuồn - Khu tổ hợp vui chơi siêu hot mùa hè này #dalat #travel #dalatreview #dulich #checkindalat #foryou #fyp #xuhuong #viral #explore,1,23.49,,Điểm Du Lịch Chuồn Chuồn,ChIJ90NvG51rcTERf0hpAjh8qsw,"217 thôn 5, Nam Ban Lâm Hà, Lâm Đồng, Việt Nam",11.8890463,108.3492731,4.3,900,,0702 882 299,https://www.facebook.com/DLChuonChuon,OPERATIONAL,Thứ Hai: 07:30–17:00 | Thứ Ba: 07:30–17:00 | Thứ Tư: 07:30–17:00 | Thứ Năm: 07:30–17:00 | Thứ Sáu: 07:30–17:00 | Thứ Bảy: 07:30–17:00 | Chủ Nhật: 07:30–17:00,07:30,17:00,77.85714285714286
Miền Du Mục,cafe,1,2038,113000,1838,"100,000 vietnamese dong ($3.80USD)",https://www.tiktok.com/@ericgoesto/video/7523077765306895646,"The best café in Da Lat, Vietnam 🇻🇳 is a MUST visit!

 📍Miền Du Mục
The entrance fee is 100,000 vietnamese dong ($3.80USD) and it comes with a coffee/drink of your choice. Its perfect for Instagram pictures 📸.

Don't forget to wear your best outfit ✨️ 

See you in Vietnam 😉

#MiềnDuMục #vietnamcafe #dalat #cafedalat #dalatvietnam #vietnamtravel #vietnamtrip  #vietnamese ",1,23.34,,Miền Du Mục,ChIJCxXHSAATcTER8dIMRnsMoJM,"Đường Lâm Văn Thạnh, Đà Lạt, Lâm Đồng, Việt Nam",11.940508,108.4848853,4.3,922,,,,OPERATIONAL,Thứ Hai: 05:00–21:00 | Thứ Ba: 05:00–21:00 | Thứ Tư: 05:00–21:00 | Thứ Năm: 05:00–21:00 | Thứ Sáu: 05:00–21:00 | Thứ Bảy: 05:00–21:00 | Chủ Nhật: 05:00–21:00,05:00,21:00,100
The KingDom,địa điểm checkin,1,2162,111500,1333,,https://www.tiktok.com/@dalatusdt/video/7616042254498762004,"The KingDom - Lạc Dương Đà Lạt 
#thekingdom #diadiemcheckindalat #viral #phongcanhdalat #dalat ",1,23.31,,The Kingdom,ChIJe1rUbgBvcTERYw9L_W9DphY,"X8PJ+HPV, Lang Biang - Đà Lạt, Lâm Đồng, Việt Nam",11.9864835,108.3317905,4,4,,0983 539 539,http://homestay.phatdat.group/,OPERATIONAL,,,,100
